0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	1
9	1
10	1
11	0
12	1
13	1
14	0
15	0
16	0
17	0
18	0
19	1
20	0
21	1
22	0
23	0
24	0
25	1
26	1
27	0
28	0
29	0
30	1
31	0
32	1
33	0
34	0
35	1
36	1
37	0
38	1
39	1
40	0
41	0
42	1
43	1
44	0
45	1
46	1
47	1
48	0
49	1
50	0
51	1
52	0
53	0
54	0
55	1
56	0
57	0
58	0
59	1
60	0
61	0
62	1
63	0
64	0
65	0
66	1
67	0
68	1
69	1
70	0
71	1
72	0
73	0
74	1
75	0
76	1
77	1
78	0
79	0
80	0
81	1
82	0
83	0
84	0
85	0
86	1
87	0
88	1
89	0
90	1
91	1
92	1
93	1
94	0
95	1
96	0
97	0
98	1
99	0
100	0
101	1
102	0
103	0
104	0
105	1
106	1
107	0
108	0
109	0
110	1
111	0
112	1
113	1
114	0
115	1
116	1
117	1
118	1
119	1
120	1
121	1
122	1
123	0
124	0
125	1
126	0
127	0
128	1
129	1
130	0
131	0
132	0
133	1
134	0
135	1
136	1
137	0
138	1
139	1
140	1
141	1
142	1
143	1
144	1
145	1
146	0
147	0
148	0
149	1
150	0
151	1
152	0
153	0
154	1
155	1
156	0
157	1
158	0
159	0
160	1
161	1
162	0
163	0
164	1
165	1
166	0
167	1
168	1
169	1
170	1
171	1
172	1
173	0
174	0
175	0
176	0
177	0
178	1
179	1
180	1
181	0
182	0
183	1
184	0
185	1
186	0
187	1
188	1
189	0
190	1
191	1
192	0
193	1
194	0
195	0
196	0
197	0
198	1
199	0
200	0
201	0
202	0
203	1
204	0
205	0
206	0
207	0
208	0
209	0
210	0
211	0
212	1
213	0
214	1
215	1
216	1
217	1
218	0
219	0
220	0
221	1
222	1
223	0
224	0
225	0
226	0
227	0
228	1
229	1
230	0
231	0
232	0
233	0
234	0
235	0
236	0
237	0
238	0
239	0
240	0
241	0
242	1
243	0
244	1
245	0
246	0
247	0
248	0
249	0
250	1
251	0
252	0
253	0
254	0
255	0
256	0
257	1
258	1
259	1
260	1
261	1
262	0
263	1
264	0
265	1
266	0
267	0
268	1
269	0
270	0
271	1
272	1
273	1
274	1
275	0
276	1
277	0
278	1
279	1
280	1
281	0
282	1
283	1
284	0
285	0
286	1
287	1
288	0
289	0
290	1
291	0
292	0
293	0
294	0
295	1
296	1
297	0
298	1
299	1
300	1
301	0
302	0
303	1
304	0
305	0
306	0
307	0
308	0
309	0
310	1
311	0
312	0
313	0
314	1
315	1
316	0
317	0
318	1
319	0
320	0
321	1
322	1
323	1
324	1
325	1
326	1
327	0
328	0
329	1
330	1
331	0
332	1
333	1
334	0
335	0
336	0
337	0
338	0
339	0
340	0
341	1
342	0
343	0
344	1
345	0
346	0
347	0
348	0
349	1
350	1
351	0
352	0
353	0
354	0
355	0
356	0
357	0
358	0
359	0
360	1
361	1
362	1
363	1
364	0
365	0
366	0
367	0
368	0
369	0
370	0
371	0
372	0
373	0
374	1
375	1
376	0
377	0
378	0
379	1
380	1
381	0
382	0
383	0
384	1
385	0
386	0
387	0
388	0
389	0
390	0
391	0
392	1
393	1
394	0
395	0
396	1
397	0
398	0
399	0
400	0
401	1
402	1
403	0
404	0
405	0
406	1
407	0
408	0
409	1
410	0
411	0
412	1
413	1
414	0
415	0
416	1
417	0
418	0
419	0
420	0
421	0
422	0
423	1
424	0
425	1
426	0
427	0
428	0
429	0
430	0
431	1
432	0
433	0
434	1
435	1
436	0
437	0
438	1
439	1
440	0
441	1
442	0
443	0
444	0
445	0
446	1
447	0
448	1
449	0
450	0
451	0
452	0
453	0
454	0
455	1
456	1
457	0
458	1
459	1
460	0
461	0
462	1
463	0
464	1
465	0
466	0
467	0
468	0
469	0
470	1
471	1
472	0
473	0
474	0
475	0
476	0
477	0
478	0
479	0
480	0
481	0
482	0
483	0
484	0
485	0
486	1
487	0
488	0
489	0
490	0
491	1
492	0
493	0
494	0
495	1
496	0
497	0
498	1
499	0
500	0
501	0
502	1
503	0
504	0
505	0
506	0
507	0
508	1
509	0
510	0
511	1
512	1
513	1
514	1
515	1
516	1
517	1
518	0
519	0
520	0
521	0
522	0
523	0
524	1
525	0
526	1
527	0
528	0
529	0
530	1
531	0
532	1
533	1
