0	8
1	4
2	4
3	16
4	4
5	16
6	16
7	8
8	8
9	8
10	8
11	4
12	4
13	4
14	16
15	8
16	8
17	8
18	16
19	16
20	16
21	8
22	4
23	16
24	16
25	4
26	16
27	16
28	16
29	8
30	8
31	16
32	8
33	8
34	8
35	4
36	16
37	8
38	4
39	8
40	5
41	16
42	4
43	5
44	4
45	5
46	16
47	5
48	8
49	5
50	8
51	5
52	5
53	8
54	16
55	5
56	5
57	16
58	16
59	16
60	16
61	16
62	16
63	16
64	16
65	1
66	16
67	16
68	8
69	8
70	8
71	8
72	16
73	5
74	16
75	8
76	8
77	0
78	8
79	8
80	9
81	16
82	16
83	5
84	16
85	4
86	4
87	16
88	16
89	4
90	4
91	9
92	9
93	5
94	9
95	9
96	17
97	5
98	17
99	17
100	9
101	9
102	5
103	5
104	9
105	9
106	9
107	9
108	17
109	9
110	9
111	1
112	0
113	1
114	5
115	17
116	17
117	5
118	9
119	9
120	17
121	17
122	5
123	17
124	17
125	0
126	17
127	9
128	9
129	5
130	5
131	9
132	9
133	9
134	5
135	5
136	17
137	17
138	9
139	9
140	9
141	9
142	17
143	2
144	9
145	9
146	5
147	17
148	9
149	9
150	9
151	9
152	9
153	9
154	17
155	5
156	17
157	17
158	17
159	17
160	9
161	9
162	9
163	17
164	17
165	17
166	17
167	17
168	9
169	17
170	9
171	17
172	9
173	9
174	9
175	17
176	0
177	17
178	17
179	9
180	9
181	5
182	9
183	17
184	17
185	17
186	17
187	17
188	9
189	17
190	9
191	9
192	9
193	17
194	9
195	5
196	5
197	10
198	10
199	10
200	17
201	17
202	17
203	17
204	17
205	4
206	5
207	17
208	5
209	5
210	17
211	17
212	2
213	17
214	10
215	10
216	17
217	17
218	10
219	5
220	5
221	10
222	5
223	10
224	17
225	10
226	17
227	10
228	10
229	17
230	17
231	18
232	18
233	5
234	18
235	18
236	5
237	18
238	18
239	10
240	10
241	18
242	2
243	10
244	2
245	18
246	18
247	18
248	10
249	18
250	10
251	0
252	10
253	10
254	10
255	10
256	10
257	18
258	10
259	10
260	5
261	0
262	18
263	18
264	10
265	18
266	18
267	18
268	10
269	2
270	10
271	18
272	18
273	18
274	10
275	10
276	18
277	4
278	10
279	18
280	18
281	10
282	18
283	18
284	10
285	5
286	18
287	18
288	10
289	18
290	2
291	18
292	5
293	10
294	18
295	18
296	18
297	18
298	18
299	2
300	10
301	10
302	10
303	2
304	5
305	10
306	4
307	18
308	18
309	18
310	18
311	18
312	18
313	18
314	10
315	10
316	18
317	18
318	2
319	10
320	18
321	18
322	18
323	18
324	18
325	10
326	18
327	18
328	19
329	19
330	19
331	19
332	19
333	19
334	10
335	10
336	4
337	16
338	16
339	16
340	5
341	19
342	1
343	19
344	19
345	1
346	19
347	19
348	10
349	10
350	10
351	10
352	10
353	1
354	1
355	19
356	11
357	0
358	19
359	19
360	11
361	11
362	19
363	11
364	10
365	19
366	8
367	11
368	4
369	19
370	19
371	19
372	19
373	19
374	5
375	19
376	11
377	5
378	11
379	11
380	5
381	19
382	11
383	2
384	19
385	4
386	19
387	19
388	19
389	19
390	19
391	19
392	19
393	4
394	9
395	11
396	10
397	11
398	19
399	1
400	19
401	19
402	11
403	8
404	11
405	8
406	11
407	19
408	19
409	11
410	19
411	11
412	11
413	1
414	1
415	5
416	4
417	11
418	4
419	11
420	11
421	19
422	19
423	19
424	19
425	19
426	19
427	19
428	11
429	19
430	19
431	19
432	19
433	19
434	19
435	20
436	11
437	20
438	11
439	5
440	20
441	20
442	20
443	20
444	0
445	11
446	11
447	20
448	11
449	20
450	20
451	11
452	0
453	20
454	0
455	0
456	20
457	2
458	1
459	11
460	8
461	20
462	0
463	20
464	20
465	20
466	20
467	11
468	11
469	20
470	20
471	20
472	11
473	20
474	20
475	20
476	20
477	20
478	20
479	1
480	11
481	20
482	20
483	11
484	11
485	11
486	0
487	11
488	20
489	11
490	2
491	11
492	2
493	5
494	5
495	5
496	20
497	5
498	20
499	5
500	11
501	11
502	11
503	20
504	5
505	6
506	20
507	6
508	2
509	6
510	11
511	20
512	11
513	6
514	20
515	20
516	20
517	20
518	20
519	6
520	20
521	20
522	20
523	2
524	8
525	2
526	20
527	20
528	2
529	20
530	2
531	2
532	20
533	20
534	20
535	20
536	16
537	20
538	11
539	20
540	11
541	20
542	11
543	20
544	21
545	11
546	21
547	21
548	21
549	8
550	21
551	21
552	8
553	11
554	11
555	8
556	2
557	21
558	2
559	8
560	6
561	8
562	6
563	12
564	21
565	21
566	12
567	21
568	21
569	21
570	21
571	21
572	21
573	21
574	21
575	6
576	21
577	21
578	12
579	12
580	12
581	6
582	21
583	2
584	21
585	21
586	2
587	21
588	21
589	21
590	12
591	2
592	21
593	21
594	21
595	12
596	21
597	12
598	6
599	6
600	21
601	21
602	12
603	21
604	2
605	2
606	21
607	21
608	21
609	21
610	21
611	21
612	21
613	4
614	6
615	21
616	6
617	2
618	1
619	2
620	21
621	21
622	2
623	21
624	12
625	2
626	4
627	21
628	21
629	4
630	12
631	6
632	19
633	12
634	18
635	1
636	21
637	12
638	21
639	21
640	21
641	2
642	21
643	21
644	3
645	21
646	22
647	12
648	22
649	22
650	10
651	12
652	22
653	22
654	22
655	22
656	22
657	22
658	1
659	22
660	22
661	12
662	22
